ticket_id,text,value,locale,created_at
5926,有人サポートは親切でしたか？,5.0,zh,2024-03-06 21:00:18.269
5926,満足できましたか？,5.0,zh,2024-03-06 21:00:18.269
5926,ご自由にお書きください,,zh,2024-03-06 21:00:18.269
5929,解決できましたか？,5.0,vi,2024-03-07 14:15:05.761
5929,有人サポートは親切でしたか？,5.0,vi,2024-03-07 14:15:05.761
5929,満足できましたか？,5.0,vi,2024-03-07 14:15:05.761
5929,ご自由にお書きください,,vi,2024-03-07 14:15:05.761
5925,解決できましたか？,5.0,en,2024-03-08 09:24:40.149
5925,有人サポートは親切でしたか？,5.0,en,2024-03-08 09:24:40.149
5925,満足できましたか？,5.0,en,2024-03-08 09:24:40.149
5925,ご自由にお書きください,,en,2024-03-08 09:24:40.149
5943,解決できましたか？,3.0,zh,2024-03-09 17:11:31.001
5943,有人サポートは親切でしたか？,3.0,zh,2024-03-09 17:11:31.001
5943,満足できましたか？,4.0,zh,2024-03-09 17:11:31.001
5943,ご自由にお書きください,,zh,2024-03-09 17:11:31.001
5968,解決できましたか？,5.0,zh,2024-03-15 18:55:43.343
5968,有人サポートは親切でしたか？,5.0,zh,2024-03-15 18:55:43.343
5968,満足できましたか？,5.0,zh,2024-03-15 18:55:43.343
5968,ご自由にお書きください,,zh,2024-03-15 18:55:43.343
5946,解決できましたか？,5.0,zh,2024-03-15 20:26:40.126
5946,有人サポートは親切でしたか？,5.0,zh,2024-03-15 20:26:40.126
5946,満足できましたか？,5.0,zh,2024-03-15 20:26:40.126
5946,ご自由にお書きください,,zh,2024-03-15 20:26:40.126
5976,解決できましたか？,5.0,vi,2024-03-16 11:34:01.393
5976,有人サポートは親切でしたか？,5.0,vi,2024-03-16 11:34:01.393
5976,満足できましたか？,5.0,vi,2024-03-16 11:34:01.393
5976,ご自由にお書きください,,vi,2024-03-16 11:34:01.393
5978,解決できましたか？,5.0,en,2024-03-17 19:04:53.610
5978,有人サポートは親切でしたか？,5.0,en,2024-03-17 19:04:53.610
5978,満足できましたか？,5.0,en,2024-03-17 19:04:53.610
5978,ご自由にお書きください,,en,2024-03-17 19:04:53.610
5995,解決できましたか？,1.0,en,2024-03-21 14:29:25.694
5995,有人サポートは親切でしたか？,1.0,en,2024-03-21 14:29:25.694
5995,満足できましたか？,1.0,en,2024-03-21 14:29:25.694
5995,ご自由にお書きください,,en,2024-03-21 14:29:25.694
5994,解決できましたか？,5.0,en,2024-03-21 15:40:37.913
5994,有人サポートは親切でしたか？,5.0,en,2024-03-21 15:40:37.913
5994,満足できましたか？,5.0,en,2024-03-21 15:40:37.913
5994,ご自由にお書きください,,en,2024-03-21 15:40:37.913
5975,解決できましたか？,5.0,zh,2024-03-22 18:19:37.703
5975,有人サポートは親切でしたか？,5.0,zh,2024-03-22 18:19:37.703
5975,満足できましたか？,5.0,zh,2024-03-22 18:19:37.703
5975,ご自由にお書きください,,zh,2024-03-22 18:19:37.703
6019,解決できましたか？,5.0,en,2024-03-28 12:13:58.763
6019,有人サポートは親切でしたか？,5.0,en,2024-03-28 12:13:58.763
6019,満足できましたか？,5.0,en,2024-03-28 12:13:58.763
6019,ご自由にお書きください,Very nice and helpful person,en,2024-03-28 12:13:58.763
6027,解決できましたか？,2.0,en,2024-03-30 15:04:14.308
6027,有人サポートは親切でしたか？,4.0,en,2024-03-30 15:04:14.308
6027,満足できましたか？,3.0,en,2024-03-30 15:04:14.308
6027,ご自由にお書きください,,en,2024-03-30 15:04:14.308
6052,解決できましたか？,5.0,en,2024-04-03 14:25:19.096
6052,有人サポートは親切でしたか？,3.0,en,2024-04-03 14:25:19.096
6052,満足できましたか？,5.0,en,2024-04-03 14:25:19.096
6052,ご自由にお書きください,,en,2024-04-03 14:25:19.096
6117,解決できましたか？,5.0,en,2024-04-11 15:12:51.194
6117,有人サポートは親切でしたか？,5.0,en,2024-04-11 15:12:51.194
6117,満足できましたか？,5.0,en,2024-04-11 15:12:51.194
6117,ご自由にお書きください,,en,2024-04-11 15:12:51.194
6115,解決できましたか？,5.0,vi,2024-04-11 15:19:28.249
6115,有人サポートは親切でしたか？,5.0,vi,2024-04-11 15:19:28.249
6115,満足できましたか？,5.0,vi,2024-04-11 15:19:28.249
6115,ご自由にお書きください,,vi,2024-04-11 15:19:28.249
6020,解決できましたか？,5.0,zh,2024-04-12 11:59:51.162
6020,有人サポートは親切でしたか？,5.0,zh,2024-04-12 11:59:51.162
6020,満足できましたか？,5.0,zh,2024-04-12 11:59:51.162
6020,ご自由にお書きください,,zh,2024-04-12 11:59:51.162
5806,解決できましたか？,5.0,zh,2024-04-15 14:00:12.502
5806,有人サポートは親切でしたか？,5.0,zh,2024-04-15 14:00:12.502
5806,アプリ機能は如何でしたか？,5.0,zh,2024-04-15 14:00:12.502
5806,満足できましたか？,5.0,zh,2024-04-15 14:00:12.502
5806,ご自由にお書きください,ユーザーレビューテスト,zh,2024-04-15 14:00:12.502
6147,解決できましたか？,3.0,zh,2024-04-15 21:33:33.293
6147,有人サポートは親切でしたか？,3.0,zh,2024-04-15 21:33:33.293
6147,アプリ機能は如何でしたか？,3.0,zh,2024-04-15 21:33:33.293
6147,満足できましたか？,3.0,zh,2024-04-15 21:33:33.293
6147,ご自由にお書きください,,zh,2024-04-15 21:33:33.293
6146,解決できましたか？,1.0,en,2024-04-16 11:44:03.651
6146,有人サポートは親切でしたか？,1.0,en,2024-04-16 11:44:03.651
6146,アプリ機能は如何でしたか？,4.0,en,2024-04-16 11:44:03.651
6146,満足できましたか？,2.0,en,2024-04-16 11:44:03.651
6146,ご自由にお書きください,,en,2024-04-16 11:44:03.651
6142,解決できましたか？,5.0,en,2024-04-19 17:58:11.363
6142,有人サポートは親切でしたか？,5.0,en,2024-04-19 17:58:11.363
6142,アプリ機能は如何でしたか？,5.0,en,2024-04-19 17:58:11.363
6142,満足できましたか？,5.0,en,2024-04-19 17:58:11.363
6142,ご自由にお書きください,,en,2024-04-19 17:58:11.363
6160,解決できましたか？,1.0,en,2024-04-20 18:32:31.985
6160,有人サポートは親切でしたか？,1.0,en,2024-04-20 18:32:31.985
6160,アプリ機能は如何でしたか？,3.0,en,2024-04-20 18:32:31.985
6160,満足できましたか？,3.0,en,2024-04-20 18:32:31.985
6160,ご自由にお書きください,,en,2024-04-20 18:32:31.985
6151,解決できましたか？,1.0,en,2024-04-20 22:02:32.228
6151,有人サポートは親切でしたか？,2.0,en,2024-04-20 22:02:32.228
6151,アプリ機能は如何でしたか？,5.0,en,2024-04-20 22:02:32.228
6151,満足できましたか？,2.0,en,2024-04-20 22:02:32.228
6151,ご自由にお書きください,,en,2024-04-20 22:02:32.228
6170,解決できましたか？,3.0,zh,2024-04-21 19:17:19.534
6170,有人サポートは親切でしたか？,3.0,zh,2024-04-21 19:17:19.534
6170,アプリ機能は如何でしたか？,3.0,zh,2024-04-21 19:17:19.534
6170,満足できましたか？,3.0,zh,2024-04-21 19:17:19.534
6170,ご自由にお書きください,,zh,2024-04-21 19:17:19.534
6177,解決できましたか？,2.0,en,2024-04-23 10:49:10.374
6177,有人サポートは親切でしたか？,2.0,en,2024-04-23 10:49:10.374
6177,アプリ機能は如何でしたか？,2.0,en,2024-04-23 10:49:10.374
6177,満足できましたか？,2.0,en,2024-04-23 10:49:10.374
6177,ご自由にお書きください,problem not solved,en,2024-04-23 10:49:10.374
6179,解決できましたか？,1.0,en,2024-04-23 11:49:59.200
6179,有人サポートは親切でしたか？,1.0,en,2024-04-23 11:49:59.200
6179,アプリ機能は如何でしたか？,1.0,en,2024-04-23 11:49:59.200
6179,満足できましたか？,1.0,en,2024-04-23 11:49:59.200
6179,ご自由にお書きください,,en,2024-04-23 11:49:59.200
6178,解決できましたか？,1.0,en,2024-04-23 15:47:21.201
6178,有人サポートは親切でしたか？,2.0,en,2024-04-23 15:47:21.201
6178,アプリ機能は如何でしたか？,3.0,en,2024-04-23 15:47:21.201
6178,満足できましたか？,2.0,en,2024-04-23 15:47:21.201
6178,ご自由にお書きください,,en,2024-04-23 15:47:21.201
6128,解決できましたか？,1.0,en,2024-04-23 16:25:55.057
6128,有人サポートは親切でしたか？,2.0,en,2024-04-23 16:25:55.057
6128,アプリ機能は如何でしたか？,3.0,en,2024-04-23 16:25:55.057
6128,満足できましたか？,2.0,en,2024-04-23 16:25:55.057
6128,ご自由にお書きください,,en,2024-04-23 16:25:55.057
6193,解決できましたか？,1.0,en,2024-04-25 15:02:19.886
6193,有人サポートは親切でしたか？,1.0,en,2024-04-25 15:02:19.886
6193,アプリ機能は如何でしたか？,1.0,en,2024-04-25 15:02:19.886
6193,満足できましたか？,1.0,en,2024-04-25 15:02:19.886
6193,ご自由にお書きください,,en,2024-04-25 15:02:19.886
6206,解決できましたか？,4.0,zh,2024-04-29 20:27:04.243
6206,有人サポートは親切でしたか？,4.0,zh,2024-04-29 20:27:04.243
6206,アプリ機能は如何でしたか？,4.0,zh,2024-04-29 20:27:04.243
6206,満足できましたか？,4.0,zh,2024-04-29 20:27:04.243
6206,ご自由にお書きください,,zh,2024-04-29 20:27:04.243
6211,解決できましたか？,3.0,pt,2024-05-01 14:33:53.236
6211,有人サポートは親切でしたか？,3.0,pt,2024-05-01 14:33:53.236
6211,アプリ機能は如何でしたか？,3.0,pt,2024-05-01 14:33:53.236
6211,満足できましたか？,3.0,pt,2024-05-01 14:33:53.236
6211,ご自由にお書きください,,pt,2024-05-01 14:33:53.236
6212,解決できましたか？,3.0,pt,2024-05-01 14:39:18.148
6212,有人サポートは親切でしたか？,3.0,pt,2024-05-01 14:39:18.148
6212,アプリ機能は如何でしたか？,3.0,pt,2024-05-01 14:39:18.148
6212,満足できましたか？,3.0,pt,2024-05-01 14:39:18.148
6212,ご自由にお書きください,,pt,2024-05-01 14:39:18.148
6216,解決できましたか？,5.0,zh,2024-05-02 20:45:24.296
6216,有人サポートは親切でしたか？,4.0,zh,2024-05-02 20:45:24.296
6216,アプリ機能は如何でしたか？,5.0,zh,2024-05-02 20:45:24.296
6216,満足できましたか？,5.0,zh,2024-05-02 20:45:24.296
6216,ご自由にお書きください,,zh,2024-05-02 20:45:24.296
6230,解決できましたか？,4.0,en,2024-05-08 11:54:29.495
6230,有人サポートは親切でしたか？,4.0,en,2024-05-08 11:54:29.495
6230,アプリ機能は如何でしたか？,4.0,en,2024-05-08 11:54:29.495
6230,満足できましたか？,4.0,en,2024-05-08 11:54:29.495
6230,ご自由にお書きください,,en,2024-05-08 11:54:29.495
6227,解決できましたか？,5.0,en,2024-05-08 13:10:49.956
6227,有人サポートは親切でしたか？,5.0,en,2024-05-08 13:10:49.956
6227,アプリ機能は如何でしたか？,5.0,en,2024-05-08 13:10:49.956
6227,満足できましたか？,5.0,en,2024-05-08 13:10:49.956
6227,ご自由にお書きください,,en,2024-05-08 13:10:49.956
6235,解決できましたか？,5.0,en,2024-05-08 14:17:50.029
6235,有人サポートは親切でしたか？,5.0,en,2024-05-08 14:17:50.029
6235,アプリ機能は如何でしたか？,5.0,en,2024-05-08 14:17:50.029
6235,満足できましたか？,5.0,en,2024-05-08 14:17:50.029
6235,ご自由にお書きください,,en,2024-05-08 14:17:50.029
6138,解決できましたか？,1.0,en,2024-05-08 23:11:52.090
6138,有人サポートは親切でしたか？,3.0,en,2024-05-08 23:11:52.090
6138,アプリ機能は如何でしたか？,3.0,en,2024-05-08 23:11:52.090
6138,満足できましたか？,1.0,en,2024-05-08 23:11:52.090
6138,ご自由にお書きください,,en,2024-05-08 23:11:52.090
6256,解決できましたか？,5.0,en,2024-05-13 13:57:01.217
6256,有人サポートは親切でしたか？,4.0,en,2024-05-13 13:57:01.217
6256,アプリ機能は如何でしたか？,4.0,en,2024-05-13 13:57:01.217
6256,満足できましたか？,4.0,en,2024-05-13 13:57:01.217
6256,ご自由にお書きください,,en,2024-05-13 13:57:01.217
6326,解決できましたか？,5.0,en,2024-05-24 18:39:10.588
6326,有人サポートは親切でしたか？,5.0,en,2024-05-24 18:39:10.588
6326,アプリ機能は如何でしたか？,4.0,en,2024-05-24 18:39:10.588
6326,満足できましたか？,4.0,en,2024-05-24 18:39:10.588
6326,ご自由にお書きください,,en,2024-05-24 18:39:10.588
6330,解決できましたか？,3.0,en,2024-05-29 14:49:22.233
6330,有人サポートは親切でしたか？,3.0,en,2024-05-29 14:49:22.233
6330,アプリ機能は如何でしたか？,3.0,en,2024-05-29 14:49:22.233
6330,満足できましたか？,3.0,en,2024-05-29 14:49:22.233
6330,ご自由にお書きください,,en,2024-05-29 14:49:22.233
6368,解決できましたか？,5.0,en,2024-05-30 14:50:35.239
6368,有人サポートは親切でしたか？,5.0,en,2024-05-30 14:50:35.239
6368,アプリ機能は如何でしたか？,5.0,en,2024-05-30 14:50:35.239
6368,満足できましたか？,5.0,en,2024-05-30 14:50:35.239
6368,ご自由にお書きください,,en,2024-05-30 14:50:35.239
6376,解決できましたか？,5.0,zh,2024-05-31 13:36:57.701
6376,有人サポートは親切でしたか？,5.0,zh,2024-05-31 13:36:57.701
6376,アプリ機能は如何でしたか？,5.0,zh,2024-05-31 13:36:57.701
6376,満足できましたか？,5.0,zh,2024-05-31 13:36:57.701
6376,ご自由にお書きください,,zh,2024-05-31 13:36:57.701
6396,解決できましたか？,5.0,zh,2024-06-04 17:56:02.081
6396,有人サポートは親切でしたか？,5.0,zh,2024-06-04 17:56:02.081
6396,アプリ機能は如何でしたか？,5.0,zh,2024-06-04 17:56:02.081
6396,満足できましたか？,5.0,zh,2024-06-04 17:56:02.081
6396,ご自由にお書きください,,zh,2024-06-04 17:56:02.081
6400,解決できましたか？,5.0,en,2024-06-05 14:42:50.154
6400,有人サポートは親切でしたか？,5.0,en,2024-06-05 14:42:50.154
6400,アプリ機能は如何でしたか？,5.0,en,2024-06-05 14:42:50.154
6400,満足できましたか？,5.0,en,2024-06-05 14:42:50.154
6400,ご自由にお書きください,,en,2024-06-05 14:42:50.154
6419,解決できましたか？,5.0,ko,2024-06-10 14:00:42.972
6419,有人サポートは親切でしたか？,5.0,ko,2024-06-10 14:00:42.972
6419,アプリ機能は如何でしたか？,5.0,ko,2024-06-10 14:00:42.972
6419,満足できましたか？,5.0,ko,2024-06-10 14:00:42.972
6419,ご自由にお書きください,,ko,2024-06-10 14:00:42.972
6345,解決できましたか？,5.0,en,2024-06-20 20:34:51.086
6345,有人サポートは親切でしたか？,5.0,en,2024-06-20 20:34:51.086
6345,アプリ機能は如何でしたか？,5.0,en,2024-06-20 20:34:51.086
6345,満足できましたか？,5.0,en,2024-06-20 20:34:51.086
6345,ご自由にお書きください,,en,2024-06-20 20:34:51.086
6478,解決できましたか？,5.0,en,2024-06-24 10:42:05.164
6478,有人サポートは親切でしたか？,5.0,en,2024-06-24 10:42:05.164
6478,アプリ機能は如何でしたか？,5.0,en,2024-06-24 10:42:05.164
6478,満足できましたか？,5.0,en,2024-06-24 10:42:05.164
6478,ご自由にお書きください,excellent help,en,2024-06-24 10:42:05.164
6482,解決できましたか？,5.0,en,2024-06-24 20:44:54.554
6482,有人サポートは親切でしたか？,5.0,en,2024-06-24 20:44:54.554
6482,アプリ機能は如何でしたか？,5.0,en,2024-06-24 20:44:54.554
6482,満足できましたか？,5.0,en,2024-06-24 20:44:54.554
6482,ご自由にお書きください,,en,2024-06-24 20:44:54.554
6494,解決できましたか？,1.0,en,2024-06-25 11:28:57.874
6494,有人サポートは親切でしたか？,1.0,en,2024-06-25 11:28:57.874
6494,アプリ機能は如何でしたか？,1.0,en,2024-06-25 11:28:57.874
6494,満足できましたか？,1.0,en,2024-06-25 11:28:57.874
6494,ご自由にお書きください,,en,2024-06-25 11:28:57.874
6496,解決できましたか？,5.0,en,2024-06-26 13:49:50.280
6496,有人サポートは親切でしたか？,5.0,en,2024-06-26 13:49:50.280
6496,アプリ機能は如何でしたか？,5.0,en,2024-06-26 13:49:50.280
6496,満足できましたか？,5.0,en,2024-06-26 13:49:50.280
6496,ご自由にお書きください,,en,2024-06-26 13:49:50.280
